Question,Answer1,Answer2,Answer3,Answer4,Correct Answer
下列何種情形，不是因證券交易所生之爭議？,證券交易所與申請上市公司因是否合乎上市標準之爭議,證券商間因交割結算基金分配之計算而生之爭議,證券商與其客戶因佣金計算所生之爭議,證券商及其客戶因違約交割所生之爭議,1
下列何種情形，毋須委請承銷商出具評估報告?,辦理現金發行新股,受讓他公司股份發行新股,發行轉(交)換公司債,補辦公開發行,4
下列何種情事非屬重大影響上市公司股票價格之消息？,變更董事長,存款不足遭退票,因訴訟、非訟事件對公司財務或業務有重大影響者,防疫期間董事以視訊方式參與董事會,4
下列何種情況上市公司毋須依規發布重訊?,辦理財務報告或年度自結財務資訊提董事會之召集通知時,董事會決議不發放股利時,公司召開、受邀參加法人說明會時,其他3個選項皆須發布重訊,4
下列何種情況上市公司無須依規發布重訊?,董事長、總經理遭羈押或通緝者,遭依法執行搜索者,稽核人員執行年度稽核作業檢查,非常規交易或掏空資產,3
下列何種情況下，邊際貢獻率一定會上升？,損益兩平銷貨收入上升,損益兩平銷貨單位數量降低,變動成本占銷貨淨額百分比下降,固定成本占變動成本的百分比下降,3
下列何種情況投資人之損失可由保護基金償付？,投資人買賣股票之損失,證券商應付投資人之融資款項而未付時,證券商對集中交易市場違約交割投資人已完成交割義務，而未取得其應得之有價證券或價款時,投資人遭受地雷股之損失,3
下列何種情況發生時，將無法以共同比（Common-size）方式分析二個年度的資產負債表？,開始營業的第一個年度,某一年度的存貨金額為0,某一年度的權益為負值,其他三種情況仍可使用共同比分析,4
下列何種情況發生時，將無法以共同比（Common-size）方式分析二個年度的資產負債表？,開始營業的第一個年度,某一年度的存貨金額為0,某一年度的權益為負值,其他三種選項的情況仍可使用共同比分析,4
下列何種情況會使帳面之每股盈餘較高？,買回庫藏股,限制股票股利發放,預期盈餘為正時，實施減資,其他3個選項皆會影響,4
下列何種情況會增加每股盈餘？,收入增加,費用減少,流通在外股數減少,其他3個選項皆會增加每股盈餘,4
下列何種情況較適合採用毛利法估計期末存貨價值？,帳冊資料不全時,會計師尋找盤點期末存貨的替代方案時,成本加成比率經常變動時,存貨失竊毀損的風險極高時,1
下列何種現金流量，其活動為經常發生，且較能預測短期現金流量？,投資活動現金流量,籌資活動現金流量,營業活動現金流量,沒有這樣的活動,3
下列何種產業之股票，可能有外資持股上限?,運動休閒,航運業,文化創意,貿易百貨,2
下列何種處置並非主管機關依「證券交易法」第163條規定對臺灣證券交易所得為之處分？,解散證券交易所,解任其董事、監察人或經理人停止其全部或一部業務,命其重整,糾正其行為,3
下列何種處置並非主管機關依「證券交易法」第一百六十三條規定對臺灣證券交易所得為之處分？,解散證券交易所,解任其董事、監察人或經理人,命其重整,糾正其行為,3
下列何種報告書將非財務資訊與財務資訊結合？,整合性報告書,消防報告書,國防報告書,都市計畫報告書,1
下列何種債券，投資人在一定期間後，將該債券賣回予發行機構？,公司債附買回交易,公司債附賣回交易,可轉換公司債,高收益債券,1
下列何種債券，投資人在一定期間後，將該債券賣回予發行機構？,公司債附買回交易,公司債附賣回交易,可轉讓公司債,高收益債券,1
下列何種資訊不在綜合損益表上揭露？,股本溢價,本期淨利,每股盈餘,所得稅費用,1
下列何種資產之流動性最低？,預付費用,不動產、廠房及設備,商譽,存貨,3
下列何種資產減損損失不得迴轉？,商標權,商譽,採加速折舊法之不動產、廠房及設備,天然資源,2
下列何種資產減損損失不得迴轉？,商標權,商譽,採加速折舊法之不動產、廠房及設備,生物資產,2
下列何種標的不可進行定期定額投資?,權證,槓桿及反向ETF,經本公司列為處置或變更方法之股票,其他3個選項皆是,4
下列何種證券之上市不適用「證券交易法」有關上市之規定？,政府債券,特別股,轉換公司債,認股權證,1
下列何種證券商業務人員，不得辦理登記範圍以外之業務或由其他業務人員兼辦？,辦理結算交割人員,集保業務人員,風險管理人員,代理股務作業人員,3
下列何機關為供有價證券集中交易設之市場？,證券交易所,證券商業同業公會,證券櫃檯買賣中心,集中保管結算所,1
下列何機關為供有價證券集中交易開設之市場？,證券交易所,證券商業同業公會,證券櫃檯買賣中心,集中保管結算所,1
下列何選項為法令許可證券商經營證券業務之行為？,提供某種有價證券將上漲或下跌之判斷,約定或提供特定利益或負擔損失,接受客戶之全權委託買賣有價證券,受理本人或具客戶委任書之代理人申購、買賣或交割有價證券,4
下列那一項不是投資ETF可能的風險?,標的指數之市場風險,基金經理人選股不當之風險,匯率及國內外市場交易時間差風險,買不到、賣不掉的流動性風險,2
下列那一項不影響企業報導盈餘數字的品質？,存貨計價方式,折舊方法,呆帳費用認列方式,每股盈餘金額的大小,4
下列那一項比率為銷貨毛利率？,本期純益÷資產總額,銷貨成本÷銷貨收入淨額,本期純益÷銷貨收入淨額,銷貨毛利÷銷貨收入淨額,4
下列那一項和現金有關的比率，可避免只考慮一個特定日期的資料而評估短期流動性所可能產生的缺點？,本期現金增減數除以期末流動負債,來自營業活動的現金流量除以期末流動負債,來自營業活動的現金流量除以平均流動負債,來自融資活動的現金流量除以平均流動負債,3
下列那一種不是「證券交易法」第18條所稱證券服務事業？,證券商,證券金融公司,證券投資信託公司,證券集中保管公司,1
下列那一種有價證券之發行無需依「證券交易法」所規定之程序辦理，而有豁免證券之稱？,認購權證,受益權證,政府債券,公司債,3
下列那些因素可能讓投資大眾預測大華銀行每股盈餘下降？　甲、調降銀行營業稅；乙、財政部長認為銀行業有流動性危機；丙、金融合併法的通過；丁、中東發生戰爭,甲、乙,乙、丁,乙、丙、丁,甲、乙、丙,2
下列那些科目屬於「非」常續性？　A.營業收入；B.停業單位損益；C.會計政策變動之累積影響數；D.營業費用,僅A,僅A、D,僅B、C,A、B、C、D皆是,3
下列那些科目屬於「非」常續性？　甲、營業收入；乙、停業單位損益；丙、會計政策變動追溯適用影響數；丁、營業費用,僅甲,僅甲、丁,僅乙、丙,甲、乙、丙、丁皆是,3
下列那個不是投資期貨ETF可能產生的風險？,供給不足時可能產生高度溢價,期貨部位調倉及轉倉之交易成本高，追蹤誤差可能較高,內含大量期貨，具交易對手風險,期貨價格波動通常較大，且淨值易受指數編製規則及部位調整影響,3
下列那幾種證券商業務人員不得辦理登記範圍以外之業務或由其他業務人員兼辦？　甲、風險管理人員；乙、辦理有價證券自行買賣業務之人員；丙、主辦會計；丁、內部稽核人員,甲、乙、丙,甲、丙、丁,甲、乙、丁,乙、丙、丁,3
下列那幾種證券商業務人員不得辦理登記範圍以外之業務或由其他業務人員兼辦？　甲、風險管理人員；乙、辦理有價證券自行買賣業務之人員；丙、主辦會計；丁、內部稽核人員,甲、乙、丙,甲、丙、丁,甲、乙、丁,乙、丙、丁,3
下列股東會實務，何者並「不」符合公司治理原則？,逐案票決,採用電子投票,在股東方便到達的地點召開股東會,阻止小股東發言,4
下列非投資ETF可能產生的風險？,ETF淨值及指數表現可能存在追蹤誤差,ETF市價及淨值間產生大幅折溢價,ETF可能因為基金經理人主動選股不當而遭受損失,ETF可能因淨值過低而終止上市,3
下列科目何者非屬於資產？,應收帳款,預收收入,商譽,租賃權益,2
下列哪一行業在有價證券申請上櫃前，必須先取得目的事業主管機關之同意函，櫃買中心始予受理？,保險業,證券業,金融業,其他3個選項皆正確,4
下列哪一行業在有價證券申請上櫃前，必須先取得目的事業主管機關之同意函，櫃買中心始予受理？,保險業,證券業,金融業,其他3個選項皆是,4
下列哪一事項可能會導致資本公積之金額變動？,發放現金股利,前期損益調整,提撥法定盈餘公積,庫藏股票交易,4
下列哪一個官網的資訊宜涵蓋至永續資訊之管理的內部控制?,菁英招募,關於公司,ESG專區,產品技術,3
下列哪一個項目通常被分類在流動資產項下？,十八個月後到期之定期存款,不動產、廠房及設備,兩年後始處分之備供出售金融資產,存貨,4
